id,name,recvTime,NO2,O3,SO2,CO,CO2,PM10,PM25,PM1
7642,Particulas-CantoPinyo,2022-02-16T16:00:47.277Z,,,,,,3,3,0
7643,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:02:14.42Z,,,,,421,,,
7644,Gases-GilAlbert,2022-02-16T16:02:16.704Z,10.66044,57.496838,0,140.34656,,,,
7645,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:04:10.616Z,,,,,425,,,
7646,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:06:15.648Z,,,,,424,,,
7647,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:08:12.438Z,,,,,422,,,
7648,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:10:13.386Z,,,,,423,,,
7649,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:12:14.243Z,,,,,422,,,
7650,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:14:15.608Z,,,,,420,,,
7651,Particulas-Oliver,2022-02-16T16:15:45.398Z,,,,,,6,4,1
7652,Particulas-ZonaNortePolideportivo,2022-02-16T16:15:47.337Z,,,,,,10,10,12
7653,Particulas-GilAlbert,2022-02-16T16:15:46.608Z,,,,,,1,1,1
7654,Particulas-CantoPinyo,2022-02-16T16:15:47.641Z,,,,,,0,0,0
7655,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:16:20.610Z,,,,,424,,,
7656,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:18:17.742Z,,,,,424,,,
7657,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:20:19.895Z,,,,,427,,,
7658,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:22:24.140Z,,,,,427,,,
7659,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:24:21.333Z,,,,,426,,,
7660,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:26:20.300Z,,,,,425,,,
7661,Gases-Oliver,2022-02-16T16:28:10.805Z,47.50622,47.86314,0,127.966286,,,,
7662,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:28:22.168Z,,,,,424,,,
7663,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:30:21.170Z,,,,,425,,,
7664,Gases-PaisValencia,2022-02-16T16:30:25.575Z,1.0051161,91.366844,0,45.316315,,,,
7665,Gases-PaisValencia,2022-02-16T16:30:37.328Z,10.358275,112.496994,0,25.024517,,,,
7666,Particulas-GilAlbert,2022-02-16T16:30:46.640Z,,,,,,3,2,0
7667,Particulas-ZonaNortePolideportivo,2022-02-16T16:30:47.605Z,,,,,,12,12,5
7668,Particulas-CantoPinyo,2022-02-16T16:30:48.100Z,,,,,,0,0,0
7669,Particulas-Oliver,2022-02-16T16:30:45.384Z,,,,,,3,2,2
7670,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:32:27.978Z,,,,,426,,,
7671,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:34:23.594Z,,,,,429,,,
7672,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:36:25.679Z,,,,,430,,,
7673,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:38:29.270Z,,,,,429,,,
7674,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:40:29.785Z,,,,,427,,,
7675,Particulas-PaisValencia,2022-02-16T16:42:09.467Z,,,,,,1,0,0
7676,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:42:34.983Z,,,,,425,,,
7677,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:44:31.247Z,,,,,423,,,
7678,Particulas-Oliver,2022-02-16T16:45:48.756Z,,,,,,4,2,2
7679,Particulas-GilAlbert,2022-02-16T16:45:49.258Z,,,,,,2,2,0
7680,Particulas-CantoPinyo,2022-02-16T16:45:50.141Z,,,,,,0,0,3
7681,Particulas-ZonaNortePolideportivo,2022-02-16T16:45:49.712Z,,,,,,5,5,7
7682,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:46:29.458Z,,,,,420,,,
7683,Gases-CantoPinyo,2022-02-16T16:48:16.585Z,28.619043,59.142345,0,63.36748,,,,
7684,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:48:38.427Z,,,,,419,,,
7685,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:50:31.326Z,,,,,419,,,
7686,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:52:35.808Z,,,,,418,,,
7687,Gases-ZonaNortePolideportivo,2022-02-16T16:54:15.289Z,7.4912424,96.711296,1.68658,31.138004,,,,
7688,Gases-ZonaNortePolideportivo,2022-02-16T16:54:15.659Z,9.259175,84.51374,0,36.047733,,,,
7689,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:54:34.340Z,,,,,416,,,
7690,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:56:35.404Z,,,,,417,,,
7691,SondaCO2-ExteriorEduardoLatorre,2022-02-16T16:58:41.948Z,,,,,412,,,
7692,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:00:38.2Z,,,,,416,,,
7693,Particulas-Oliver,2022-02-16T17:00:45.401Z,,,,,,6,2,1
7694,Particulas-GilAlbert,2022-02-16T17:00:47.372Z,,,,,,1,0,1
7695,Particulas-CantoPinyo,2022-02-16T17:00:48.10Z,,,,,,3,3,0
7696,Particulas-ZonaNortePolideportivo,2022-02-16T17:00:48.444Z,,,,,,8,8,9
7697,Gases-GilAlbert,2022-02-16T17:02:16.905Z,19.003393,55.833878,0,100.800835,,,,
7698,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:02:33.5Z,,,,,415,,,
7699,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:04:36.319Z,,,,,415,,,
7700,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:06:37.20Z,,,,,413,,,
7701,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:08:38.24Z,,,,,415,,,
7702,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:10:39.749Z,,,,,416,,,
7703,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:12:41.220Z,,,,,416,,,
7704,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:14:42.600Z,,,,,414,,,
7705,Particulas-ZonaNortePolideportivo,2022-02-16T17:15:47.645Z,,,,,,9,9,5
7706,Particulas-Oliver,2022-02-16T17:15:46.111Z,,,,,,4,1,2
7707,Particulas-GilAlbert,2022-02-16T17:15:46.814Z,,,,,,2,2,0
7708,Particulas-CantoPinyo,2022-02-16T17:15:47.189Z,,,,,,2,2,1
7709,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:16:42.975Z,,,,,416,,,
7710,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:18:40.240Z,,,,,415,,,
7711,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:20:47.140Z,,,,,418,,,
7712,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:22:47.381Z,,,,,417,,,
7713,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:24:59.467Z,,,,,417,,,
7714,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:26:45.487Z,,,,,418,,,
7715,Gases-Oliver,2022-02-16T17:28:09.383Z,49.81235,33.688618,0,118.21647,,,,
7716,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:28:48.279Z,,,,,420,,,
7717,Gases-PaisValencia,2022-02-16T17:30:22.382Z,16.612328,118.3951,0,41.314827,,,,
7718,Gases-PaisValencia,2022-02-16T17:30:21.159Z,18.59464,114.56165,0,38.877377,,,,
7719,Particulas-CantoPinyo,2022-02-16T17:30:47.571Z,,,,,,2,2,0
7720,Particulas-Oliver,2022-02-16T17:30:45.800Z,,,,,,7,3,8
7721,Particulas-GilAlbert,2022-02-16T17:30:46.707Z,,,,,,1,1,1
7722,Particulas-ZonaNortePolideportivo,2022-02-16T17:30:47.200Z,,,,,,6,6,3
7723,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:30:49.318Z,,,,,420,,,
7724,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:32:50.963Z,,,,,419,,,
7725,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:34:51.556Z,,,,,421,,,
7726,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:36:51.940Z,,,,,420,,,
7727,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:38:47.601Z,,,,,419,,,
7728,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:40:53.229Z,,,,,419,,,
7729,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:42:52.381Z,,,,,418,,,
7730,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:44:57.180Z,,,,,418,,,
7731,Particulas-PaisValencia,2022-02-16T17:45:16.721Z,,,,,,2,1,2
7732,Particulas-GilAlbert,2022-02-16T17:45:46.606Z,,,,,,3,3,2
7733,Particulas-Oliver,2022-02-16T17:45:45.348Z,,,,,,22,12,3
7734,Particulas-CantoPinyo,2022-02-16T17:45:47.107Z,,,,,,3,1,2
7735,Particulas-ZonaNortePolideportivo,2022-02-16T17:45:47.483Z,,,,,,4,4,10
7736,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:46:57.950Z,,,,,418,,,
7737,Gases-CantoPinyo,2022-02-16T17:48:16.802Z,35.741135,50.93892,0,76.810356,,,,
7738,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:48:54.624Z,,,,,419,,,
7739,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:50:55.929Z,,,,,420,,,
7740,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:52:57.380Z,,,,,420,,,
7741,Gases-ZonaNortePolideportivo,2022-02-16T17:54:15.153Z,10.757423,84.12247,8.58142,38.37339,,,,
7742,Gases-ZonaNortePolideportivo,2022-02-16T17:54:15.560Z,13.484236,87.65632,8.58142,41.603474,,,,
7743,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:54:57.746Z,,,,,419,,,
7744,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:56:58.192Z,,,,,419,,,
7745,SondaCO2-ExteriorEduardoLatorre,2022-02-16T17:59:00.285Z,,,,,419,,,
7746,Particulas-Oliver,2022-02-16T18:00:45.327Z,,,,,,10,4,3
7747,Particulas-CantoPinyo,2022-02-16T18:00:47.3Z,,,,,,4,4,4
7748,Particulas-GilAlbert,2022-02-16T18:00:46.629Z,,,,,,3,3,7
7749,Particulas-ZonaNortePolideportivo,2022-02-16T18:00:47.489Z,,,,,,10,10,12
7750,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:00:59.703Z,,,,,419,,,
7751,Gases-GilAlbert,2022-02-16T18:02:18.302Z,38.006794,49.05496,0,100.800835,,,,
7752,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:02:59.559Z,,,,,420,,,
7753,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:05:05.970Z,,,,,422,,,
7754,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:06:59.447Z,,,,,421,,,
7755,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:09:02.644Z,,,,,421,,,
7756,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:11:04.12Z,,,,,418,,,
7757,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:13:04.114Z,,,,,418,,,
7758,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:15:14.494Z,,,,,418,,,
7759,Particulas-GilAlbert,2022-02-16T18:15:46.690Z,,,,,,11,9,3
7760,Particulas-CantoPinyo,2022-02-16T18:15:47.204Z,,,,,,8,6,1
7761,Particulas-Oliver,2022-02-16T18:15:46.118Z,,,,,,7,4,3
7762,Particulas-ZonaNortePolideportivo,2022-02-16T18:15:48.102Z,,,,,,12,12,21
7763,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:17:06.828Z,,,,,419,,,
7764,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:19:09.920Z,,,,,420,,,
7765,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:20:59.412Z,,,,,421,,,
7766,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:23:08.189Z,,,,,424,,,
7767,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:25:13.717Z,,,,,427,,,
7768,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:27:10.312Z,,,,,429,,,
7769,Gases-Oliver,2022-02-16T18:28:09.54Z,47.50622,34.702465,0,82.3656,,,,
7770,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:29:08.331Z,,,,,433,,,
7771,Gases-PaisValencia,2022-02-16T18:30:16.866Z,14.07162,106.796524,0,60.164467,,,,
7772,Gases-PaisValencia,2022-02-16T18:30:17.559Z,19.823116,101.341805,0,76.57665,,,,
7773,Particulas-Oliver,2022-02-16T18:30:45.584Z,,,,,,8,5,5
7774,Particulas-CantoPinyo,2022-02-16T18:30:47.169Z,,,,,,1,1,1
7775,Particulas-GilAlbert,2022-02-16T18:30:46.788Z,,,,,,6,5,2
7776,Particulas-ZonaNortePolideportivo,2022-02-16T18:30:47.897Z,,,,,,23,22,7
7777,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:31:07.219Z,,,,,430,,,
7778,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:33:10.772Z,,,,,427,,,
7779,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:35:12.89Z,,,,,423,,,
7780,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:37:11.120Z,,,,,421,,,
7781,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:39:13.330Z,,,,,417,,,
7782,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:41:21.335Z,,,,,420,,,
7783,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:43:18.828Z,,,,,419,,,
7784,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:45:22.16Z,,,,,420,,,
7785,Particulas-Oliver,2022-02-16T18:45:45.388Z,,,,,,9,7,4
7786,Particulas-GilAlbert,2022-02-16T18:45:46.773Z,,,,,,4,4,2
7787,Particulas-CantoPinyo,2022-02-16T18:45:47.235Z,,,,,,3,3,1
7788,Particulas-ZonaNortePolideportivo,2022-02-16T18:45:47.629Z,,,,,,8,8,7
7789,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:47:19.198Z,,,,,421,,,
7790,Gases-CantoPinyo,2022-02-16T18:48:15.585Z,35.741135,38.350494,0,106.147934,,,,
7791,Particulas-PaisValencia,2022-02-16T18:48:22.373Z,,,,,,5,3,3
7792,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:49:19.664Z,,,,,420,,,
7793,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:51:20.327Z,,,,,421,,,
7794,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:53:19.452Z,,,,,419,,,
7795,Gases-ZonaNortePolideportivo,2022-02-16T18:54:15.464Z,12.884936,82.698906,17.77455,38.868668,,,,
7796,Gases-ZonaNortePolideportivo,2022-02-16T18:54:15.115Z,11.087039,81.151146,15.47627,37.899647,,,,
7797,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:55:23.875Z,,,,,420,,,
7798,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:57:22.337Z,,,,,424,,,
7799,SondaCO2-ExteriorEduardoLatorre,2022-02-16T18:59:23.590Z,,,,,423,,,
7800,Particulas-Oliver,2022-02-16T19:00:45.401Z,,,,,,10,6,5
7801,Particulas-CantoPinyo,2022-02-16T19:00:48.767Z,,,,,,5,4,1
7802,Particulas-ZonaNortePolideportivo,2022-02-16T19:00:49.142Z,,,,,,8,7,6
7803,Particulas-GilAlbert,2022-02-16T19:01:06.734Z,,,,,,3,3,2
7804,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:01:23.352Z,,,,,423,,,
7805,Gases-GilAlbert,2022-02-16T19:02:16.621Z,55.156208,63.50239,0,35.57077,,,,
7806,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:03:22.354Z,,,,,421,,,
7807,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:05:28.519Z,,,,,420,,,
7808,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:07:26.803Z,,,,,419,,,
7809,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:09:28.609Z,,,,,419,,,
7810,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:11:26.278Z,,,,,421,,,
7811,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:13:29.698Z,,,,,421,,,
7812,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:15:31.541Z,,,,,423,,,
7813,Particulas-Oliver,2022-02-16T19:16:00.723Z,,,,,,12,8,6
7814,Particulas-GilAlbert,2022-02-16T19:16:01.49Z,,,,,,5,4,3
7815,Particulas-CantoPinyo,2022-02-16T19:16:01.535Z,,,,,,3,3,3
7816,Particulas-ZonaNortePolideportivo,2022-02-16T19:16:02.29Z,,,,,,6,6,7
7817,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:17:29.555Z,,,,,424,,,
7818,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:19:33.837Z,,,,,424,,,
7819,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:21:32.510Z,,,,,422,,,
7820,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:23:31.497Z,,,,,423,,,
7821,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:25:34.802Z,,,,,424,,,
7822,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:27:38.425Z,,,,,425,,,
7823,Gases-Oliver,2022-02-16T19:28:09.24Z,52.11848,38.613007,0,76.678215,,,,
7824,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:29:31.165Z,,,,,422,,,
7825,Particulas-Oliver,2022-02-16T19:30:45.382Z,,,,,,12,9,6
7826,Particulas-ZonaNortePolideportivo,2022-02-16T19:30:46.983Z,,,,,,9,9,5
7827,Particulas-GilAlbert,2022-02-16T19:30:46.581Z,,,,,,5,5,4
7828,Particulas-CantoPinyo,2022-02-16T19:30:47.335Z,,,,,,5,5,2
7829,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:31:35.708Z,,,,,424,,,
7830,Gases-PaisValencia,2022-02-16T19:32:15.568Z,10.330357,88.126366,0,123.19294,,,,
7831,Gases-PaisValencia,2022-02-16T19:32:15.973Z,7.817567,100.89608,0,95.77159,,,,
7832,Gases-PaisValencia,2022-02-16T19:32:16.402Z,20.828232,98.37969,0,94.857544,,,,
7833,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:33:40.267Z,,,,,425,,,
7834,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:35:42.598Z,,,,,425,,,
7835,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:37:36.607Z,,,,,428,,,
7836,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:39:37.873Z,,,,,430,,,
7837,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:41:41.317Z,,,,,428,,,
7838,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:43:42.361Z,,,,,429,,,
7839,Particulas-Oliver,2022-02-16T19:45:45.251Z,,,,,,13,9,4
7840,Particulas-GilAlbert,2022-02-16T19:45:46.596Z,,,,,,7,6,2
7841,Particulas-CantoPinyo,2022-02-16T19:45:47.9Z,,,,,,4,4,1
7842,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:45:47.57Z,,,,,429,,,
7843,Particulas-ZonaNortePolideportivo,2022-02-16T19:45:47.700Z,,,,,,6,5,5
7844,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:47:46.855Z,,,,,429,,,
7845,Gases-CantoPinyo,2022-02-16T19:48:15.499Z,24.502605,38.350494,0,106.147934,,,,
7846,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:49:47.687Z,,,,,427,,,
7847,Particulas-PaisValencia,2022-02-16T19:51:30.406Z,,,,,,8,5,4
7848,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:51:48.884Z,,,,,424,,,
7849,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:53:48.101Z,,,,,425,,,
7850,Gases-ZonaNortePolideportivo,2022-02-16T19:54:15.236Z,7.431312,75.203064,20.07285,59.218197,,,,
7851,Gases-ZonaNortePolideportivo,2022-02-16T19:54:15.598Z,10.427809,79.01095,10.87971,66.841194,,,,
7852,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:55:52.12Z,,,,,428,,,
7853,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:57:45.384Z,,,,,428,,,
7854,SondaCO2-ExteriorEduardoLatorre,2022-02-16T19:59:46.540Z,,,,,429,,,
7855,Particulas-Oliver,2022-02-16T20:00:45.346Z,,,,,,7,5,6
7856,Particulas-GilAlbert,2022-02-16T20:00:46.660Z,,,,,,5,4,4
7857,Particulas-ZonaNortePolideportivo,2022-02-16T20:00:47.91Z,,,,,,5,5,7
7858,Particulas-CantoPinyo,2022-02-16T20:00:47.468Z,,,,,,3,3,1
7859,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:01:53.469Z,,,,,428,,,
7860,Gases-GilAlbert,2022-02-16T20:02:16.522Z,36.616306,41.7026,0,100.69891,,,,
7861,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:03:53.896Z,,,,,429,,,
7862,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:05:48.364Z,,,,,429,,,
7863,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:07:56.781Z,,,,,425,,,
7864,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:09:53.43Z,,,,,426,,,
7865,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:11:50.200Z,,,,,428,,,
7866,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:13:55.190Z,,,,,426,,,
7867,Particulas-Oliver,2022-02-16T20:15:45.448Z,,,,,,11,8,4
7868,Particulas-CantoPinyo,2022-02-16T20:15:47.176Z,,,,,,3,3,1
7869,Particulas-GilAlbert,2022-02-16T20:15:46.746Z,,,,,,7,6,2
7870,Particulas-ZonaNortePolideportivo,2022-02-16T20:15:47.760Z,,,,,,8,8,7
7871,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:15:55.40Z,,,,,422,,,
7872,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:18:03.243Z,,,,,422,,,
7873,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:19:59.268Z,,,,,421,,,
7874,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:21:57.176Z,,,,,421,,,
7875,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:23:54.591Z,,,,,419,,,
7876,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:25:57.104Z,,,,,416,,,
7877,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:28:03.549Z,,,,,418,,,
7878,Gases-Oliver,2022-02-16T20:28:09.77Z,61.804214,27.508991,0,76.678215,,,,
7879,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:30:08.950Z,,,,,420,,,
7880,Particulas-Oliver,2022-02-16T20:30:45.299Z,,,,,,11,5,4
7881,Particulas-CantoPinyo,2022-02-16T20:30:47.101Z,,,,,,3,3,0
7882,Particulas-ZonaNortePolideportivo,2022-02-16T20:30:47.708Z,,,,,,8,7,4
7883,Particulas-GilAlbert,2022-02-16T20:30:46.594Z,,,,,,4,4,1
7884,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:32:00.411Z,,,,,420,,,
7885,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:34:07.511Z,,,,,421,,,
7886,Gases-PaisValencia,2022-02-16T20:34:15.285Z,4.746379,79.16075,0,137.87859,,,,
7887,Gases-PaisValencia,2022-02-16T20:34:15.855Z,0.5583971,101.7468,0,142.50977,,,,
7888,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:36:09.437Z,,,,,422,,,
7889,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:38:11.623Z,,,,,422,,,
7890,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:40:06.111Z,,,,,419,,,
7891,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:42:11.660Z,,,,,417,,,
7892,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:44:11.382Z,,,,,418,,,
7893,Particulas-GilAlbert,2022-02-16T20:45:46.522Z,,,,,,3,3,2
7894,Particulas-Oliver,2022-02-16T20:45:45.459Z,,,,,,8,5,2
7895,Particulas-CantoPinyo,2022-02-16T20:45:47.390Z,,,,,,0,0,0
7896,Particulas-ZonaNortePolideportivo,2022-02-16T20:45:47.806Z,,,,,,5,4,4
7897,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:46:14.582Z,,,,,419,,,
7898,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:48:14.395Z,,,,,419,,,
7899,Gases-CantoPinyo,2022-02-16T20:48:15.654Z,26.136112,46.463413,0,134.93596,,,,
7900,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:50:15.534Z,,,,,418,,,
7901,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:52:14.387Z,,,,,421,,,
7902,Gases-ZonaNortePolideportivo,2022-02-16T20:54:18.426Z,5.9330635,72.74177,13.17798,62.792824,,,,
7903,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:54:16.635Z,,,,,417,,,
7904,Gases-ZonaNortePolideportivo,2022-02-16T20:54:18.961Z,0,78.2245,15.47627,66.58279,,,,
7905,Particulas-PaisValencia,2022-02-16T20:54:38.399Z,,,,,,7,7,2
7906,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:56:16.657Z,,,,,419,,,
7907,SondaCO2-ExteriorEduardoLatorre,2022-02-16T20:58:17.334Z,,,,,417,,,
7908,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:00:28.116Z,,,,,415,,,
7909,Particulas-CantoPinyo,2022-02-16T21:00:47.204Z,,,,,,1,1,0
7910,Particulas-Oliver,2022-02-16T21:00:46.161Z,,,,,,10,3,3
7911,Particulas-GilAlbert,2022-02-16T21:00:47.686Z,,,,,,3,3,3
7912,Particulas-ZonaNortePolideportivo,2022-02-16T21:00:48.21Z,,,,,,5,5,4
7913,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:02:15.393Z,,,,,415,,,
7914,Gases-GilAlbert,2022-02-16T21:02:16.827Z,25.955856,53.620728,0,76.23764,,,,
7915,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:04:19.711Z,,,,,417,,,
7916,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:06:18.715Z,,,,,415,,,
7917,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:08:22.84Z,,,,,415,,,
7918,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:10:24.451Z,,,,,415,,,
7919,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:12:23.836Z,,,,,416,,,
7920,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:14:24.822Z,,,,,415,,,
7921,Particulas-Oliver,2022-02-16T21:15:45.650Z,,,,,,6,4,3
7922,Particulas-GilAlbert,2022-02-16T21:15:46.602Z,,,,,,4,4,2
7923,Particulas-CantoPinyo,2022-02-16T21:15:46.895Z,,,,,,0,0,1
7924,Particulas-ZonaNortePolideportivo,2022-02-16T21:15:47.909Z,,,,,,5,5,6
7925,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:16:24.314Z,,,,,417,,,
7926,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:18:26.631Z,,,,,417,,,
7927,SondaCO2-ExteriorEduardoLatorre,2022-02-16T21:20:27.17Z,,,,,416,,,
